"","","","","","",Montag - Freitag,"","","","",""
Linie ,9620 ,9620 ,9620 ,9620 ,9620 ,9620 9631 ,9620 ,9620 ,9620 ,9631 ,9620
Fahrtnummer ,009 ,001 ,101 ,003 ,103 ,005 315 ,111 ,011 ,007 ,317 ,013
Haltestellen ,"",S ,F ,S ,F ,S S 99 ,F ,S ,"",99,""
Anschlußhinweis,"","","","","","","","","","",""
Zug aus München an ,8.27 ,"",11.27 ,"",12.27 ,13.27 ,14.27 ,14.27 ,15.27 ,16.53 ,17.27
Zug aus Garmisch-Partenk. an ,8.31 ,10.32 ,11.31 ,"",12.31 ,12.50 13.31 ,14.31 ,14.31 ,15.31 ,16.30 ,17.31
urnau Bahnhof ab ,8.42 ,11.17 ,11.35 ,12.20 ,12.35 ,13.13 13.52 ,14.36 ,14.36 ,15.35 ,17.05 ,17.36
urnau Weindorfer Str. ,8.45 ,11.22 ,11.38 ,12.25 ,12.38 ,13.18 13.57 ,14.39 ,14.39 ,15.40 ,17.08 ,17.39
urnau Sollerstr. ,"",11.24 ,"",12.27 ,"",13.20 ,"",14.41,"","",""
urnau Grundschule ,"",11.26 ,"",12.29 ,"",13.23 ,"",14.43,"","",""
urnau Weindorf ,8.46 ,11.27 ,11.40 ,12.30 ,12.40 ,13.26 13.58 ,14.40 ,14.46 ,15.41 ,17.09 ,17.40
roschhausen ,8.47 ,11.28 ,11.41 ,12.31 ,12.41 ,13.28 14.00 ,14.41 ,14.47 ,15.42 ,17.11 ,17.41
iegsee Am Birnberg ,8.49 ,11.30 ,11.43 ,12.33 ,12.43 ,13.30 14.02 ,14.43 ,14.49 ,15.44 ,17.13 ,17.43
iegsee Gemeinde ,8.50 ,11.31 ,11.44 ,12.34 ,12.44 ,13.32 14.03 ,14.44 ,14.50 ,15.45 ,17.14 ,17.44
idling ,8.53 ,11.34 ,11.47 ,12.37 ,12.47 ,13.36 14.05 ,14.47 ,14.53 ,15.48 ,17.17 ,17.47
idling Aussiedlerhof ,8.54 ,11.35 ,11.48 ,12.38 ,12.48 ,13.37 14.07 ,14.48 ,14.54 ,15.49 ,17.18 ,17.48
eibersberg ,8.56 ,11.37 ,11.50 ,12.40 ,12.50 ,13.40 14.09 ,14.50 ,14.56 ,15.51 ,17.20 ,17.50
eibersberg Aussiedlerhof ,8.57 ,11.38 ,11.51 ,12.41 ,12.51 ,13.41 ,14.51 ,14.57 ,15.52 ,"",17.51
bersöchering ,9.00 ,"","","","",Y 14.18 ,14.54 ,15.00 ,15.56 ,17.28 ,17.54
ntersöchering ,9.02 ,"","","","",Y 14.20 ,14.56 ,15.02 ,15.58 ,17.30 ,17.56
patzenhausen B 2 ,9.06 ,"","","","",14.14 ,15.00 ,15.06 ,16.02 ,17.25 ,18.00
altersberg ,9.08 ,"","","","",14.12 ,15.02 ,15.08 ,16.04 ,17.24 ,18.02
ofheim ,9.09 ,11.40 ,11.53 ,12.43 ,12.53 ,13.43 14.11 ,15.03 ,15.09 ,16.06 ,17.23 ,18.03
urnau Egling ,9.11 ,11.42 ,11.55 ,12.45 ,12.55 ,13.45 ,15.05 ,15.11 ,16.08 ,"",18.05
urnau Neu-Egling ,9.12 ,11.43 ,11.56 ,12.46 ,12.56 ,13.46 ,15.06 ,15.12 ,16.09 ,"",18.06
urnau Kemmel-Park ,9.16 ,11.47 ,12.00 ,12.50 ,13.00 ,13.48 ,15.10 ,15.16 ,16.13 ,"",18.10
urnau Bahnhof an ,9.21 ,11.50 ,12.03 ,12.53 ,13.03 ,13.52 ,15.15 ,15.21 ,16.18 ,"",18.15
Anschlußhinweis,"","","","","","","","","","",""
Zug nach München ab ,9.32 ,12.32 ,12.32 ,13.32 ,13.32 ,14.32 ,15.32 ,15.32 ,16.31 ,"",18.33
Zug nach Garmisch-Partenk. ab ,9.28 ,12.28 ,12.28 ,13.28 ,13.28 ,14.28 ,15.28 ,15.28 ,16.28 ,"",18.28
"","",Monta,"","",""
Fahrtnummer ,002 ,004 ,010 ,006 ,008
Haltestellen ,S ,S ,F ,"",""
Anschlußhinweis,"","","","",""
Zug aus München an ,"","","",9.27 ,16.27
Zug aus Garmisch-Partenk. an ,"","","",9.31 ,16.30
urnau Bahnhof ab ,"","","",9.40 ,16.36
urnau Kemmel-Park ,"","","",9.43 ,16.39
urnau Neu-Egling ,"","","",9.45 ,16.41
urnau Egling ,"","","",9.46 ,16.42
ofheim ,"","","",9.48 ,16.44
altersberg ,"","","",9.49 ,16.45
patzenhausen B 2 ,"","","",9.51 ,16.47
ntersöchering ,"","","",9.55 ,16.51
bersöchering ,"","","",9.57 ,16.53
eibersberg Aussiedlerhof ,"","","",10.00 ,16.56
eibersberg ,6.28 ,7.23 ,"",10.01 ,16.57
idling Aussiedlerhof ,6.30 ,7.25 ,"",10.03 ,16.59
idling ,6.31 ,7.26 ,7.32 ,10.04 ,17.00
iegsee Gemeinde ,6.32 ,7.29 ,7.35 ,10.07 ,17.03
iegsee Am Birnberg ,6.33 ,7.31 ,7.36 ,10.08 ,17.04
roschhausen ,6.37 ,7.33 ,7.38 ,10.10 ,17.06
urnau Weindorf ,6.38 ,7.34 ,7.39 ,10.11 ,17.07
urnau Sollerstr. ,"",7.39 ,7.41 ,Y 10.13 ,17.09
urnau Grundschule ,"",7.41,"","",""
urnau Bahnhof an ,6.43 ,7.51 ,7.46 ,10.18 ,17.14
Anschlußhinweis,"","","","",""
Zug nach München ab ,6.55 ,7.59 ,7.59 ,10.33 ,17.32
Zug nach Garmisch-Partenk. ab ,6.52 ,8.28 ,8.28 ,10.28 ,17.28
