;;09761000;Augsburg;39;15;24;27;12;X
;;09761;Augsburg, Stadt;39;15;24;27;12;X
;;097;Übrige Kreise (Regierungsbezirk);25;15;10;22;3;X
;;097;Schwaben;64;30;34;49;15;X
;;09;Übrige Regierungsbezirke (Bundesland);25;13;12;X;X;X
;;09;Bayern;3.928;1.773;2.155;3.492;436;164
;;ZZ;Übrige Bundesländer;23;17;6;X;X;X
;;ZZ;BUNDESGEBIET;4.023;1.839;2.184;3.582;441;164
;;ZZ;INSGESAMT;4.023;1.839;2.184;3.582;441;164
;;ZZ;Darunter: AUSPENDLER;2.075;1.092;983;1.900;175;82
;;ZZ;  davon: in die ABL;2.067;1.088;979;1.892;175;82
;;ZZ;  davon: in die NBL;8;4;4;X;X;X
09180125;Oberammergau;;; ;;;;;
;;08436049;Isny im Allgäu, Stadt;26;8;18;20;6;X
;;08436;Ravensburg;26;8;18;20;6;X
;;084;Reg.-Bez. Tübingen;26;8;18;20;6;X
;;08;Übrige Regierungsbezirke (Bundesland);4;X;X;X;X;X
;;08;Baden-Württemberg;30;12;18;24;6;X
;;09162000;München, Landeshauptstadt;109;61;48;102;7;X
;;09162;München, Landeshauptstadt;109;61;48;102;7;X
;;09173;Bad Tölz-Wolfratshausen;14;8;6;X;X;X
;;09180112;Bad Kohlgrub;22;8;14;X;X;3
;;09180115;Ettal;62;24;38;55;7;X
;;09180116;Farchant;19;9;10;X;X;X
;;09180117;Garmisch-Partenkirchen, Markt;217;93;124;203;14;11
;;09180124;Murnau a.Staffelsee, Markt;94;51;43;90;4;6
;;09180125;Oberammergau;729;284;445;622;107;24
;;09180126;Oberau;35;21;14;X;X;3
;;09180129;Saulgrub;31;21;10;26;5;X
;;09180135;Unterammergau;31;21;10;X;X;3
;;09180;Übrige Gemeinden (Kreis);36;22;14;33;3;X
;;09180;Garmisch-Partenkirchen;1.276;554;722;1.133;143;55
;;09184;München;15;11;4;X;X;X
;;09190140;Peiting, Markt;14;11;3;X;X;X
;;09190141;Penzberg, Stadt;23;16;7;X;X;X
;;09190148;Schongau, Stadt;20;14;6;17;3;X
;;09190157;Weilheim i.OB, Stadt;14;11;3;X;X;X
;;09190;Übrige Gemeinden (Kreis);28;17;11;X;X;X
;;09190;Weilheim-Schongau;99;69;30;92;7;3
;;091;Übrige Kreise (Regierungsbezirk);30;17;13;X;X;3
;;091;Oberbayern;1.543;720;823;1.384;159;62
;;097;Schwaben;24;17;7;X;X;X
;;09;Übrige Regierungsbezirke (Bundesland);12;9;3;X;X;X
;;09;Bayern;1.579;746;833;1.418;161;63
;;ZZ;Übrige Bundesländer;29;19;10;26;3;X
;;ZZ;BUNDESGEBIET;1.638;777;861;1.468;170;63
;;ZZ;INSGESAMT;1.638;777;861;1.468;170;63
;;ZZ;Darunter: AUSPENDLER;909;493;416;846;63;39
;;ZZ;  davon: in die ABL;901;489;412;839;62;39
;;ZZ;  davon: in die NBL;8;4;4;X;X;X
09180126;Oberau;;; ;;;;;
;;09162000;München, Landeshauptstadt;63;41;22;60;3;4
;;09162;München, Landeshauptstadt;63;41;22;60;3;4
;;09173147;Wolfratshausen, Stadt;10;5;5;X;X;X
;;09173;Übrige Gemeinden (Kreis);14;X;X;X;X;X
;;09173;Bad Tölz-Wolfratshausen;24;17;7;X;X;X
;;09180115;Ettal;10;4;6;X;X;X
;;09180116;Farchant;35;12;23;32;3;3
;;09180117;Garmisch-Partenkirchen, Markt;364;147;217;334;30;30
;;09180118;Grainau;13;5;8;X;X;X
;;09180124;Murnau a.Staffelsee, Markt;83;40;43;71;12;3
;;09180125;Oberammergau;29;12;17;25;4;X
;;09180126;Oberau;217;113;104;186;31;8
;;09180127;Ohlstadt;11;X;X;X;X;X
;;09180;Übrige Gemeinden (Kreis);35;19;16;X;X;X
;;09180;Garmisch-Partenkirchen;797;354;443;711;86;50
;;09184;München;10;7;3;X;X;X
;;09188;Starnberg;12;8;4;X;X;X
;;09190141;Penzberg, Stadt;17;13;4;X;X;X
